aal ale
widerstand resisted
widerstandsfaehig resistant
widerstandsfaehigkeit hardiness
widerstandslos unresisting
widerstehen resist
widerstehend resisting
widersteht resists
widerstreben reluctance
widerstrebend reluctantly
widerstrebt averses
widerwaertig distasteful
widerwille distaste
widerwillig reluctant
widmen devote
widmend dedicating
widmet dedicates
widmung dedication
widmungen dedications
wie as
wieder again
wiederannaeherung rapprochement
wiederannaeherungen rapprochements
wiederaufbau reconstruction
wiederaufbauend reconstructing
wiederaufgefrischt refreshed
wiederaufnahme resumption
wiederaufnehmen resume
wiederaufnehmend resuming
wiederbeleben resusciate
wiederbelebend resusciating
wiederbelebt resusciates
wiederbelebte resusciated
wiederbelebung revival
wiederbenutzen reuse
wiedereingesetzt reinstated
wiedereinsetzend reinstating
wiedereintreten reenter
wiedereintretend reentering
wiedereintritt reentry
wiedererbaut rebuilt
wiedererkannt recognized
wiedererkennbar recognizable
wiedererzeugt reproduced
wiedergabe rendition
wiedergaben renditions
wiedergebend rendering
wiedergefunden recovered
wiedergerufen recalled
wiedergeschaffen recreated
wiedergewinnen regain
wiedergewinnend reclaiming
wiedergewonnen reclaimed
wiederherstellen reconstitute
wiederherstellend reconstituting
wiederherstellung recovery
wiederholbar repeatable
wiederholen iterate
wiederholend iterating
wiederholt repeatedly
wiederholte reiterated
wiederholung iteration
wiederholungen iterations
wiederkehren recur
wiedervereinigung reunification
wiedervereinigungen reunifications
wiederwaehlen redial
wiege cradle
wiegen dandle
wiegend dandling
wiegt dandles
wiehern neigh
wiehernd whinnying
wiehert neighs
wieherte neighed
wiese meadow
wiesel weasel
wiesen meadows
wild ferocious
wildbret venison
wildcard wildcard
wildcards wildcards
wilddieb poacher
wilddiebe poachers
wildheit ferocity
wildhueter gamekeeper
wildnis wilderness
wildnisse wildernesses
wille volition
willenskraefte volitions
willigkeit willingness
willkommen welcome
willkuer arbitrariness
willkuerlich arbitrarily
wimmeln teem
wimmelnd swarming
wimmelt teems
wimmern whimper
wimmernd whimpering
wimmert whimpers
wimper eyelash
wimpern cilia
wind wind
winde windlass
windel nappy
windeln nappies
winden wreathe
windend twining
winderlich wintrily
windet twines
windhund greyhound
windig breezy
windmuehle windmill
windmuehlen windmills
windowing windowing
windungen windings
winkel angle
winklig angular
winter winter
winterlich wintry
winzig minikin
wippen seesaw
wippend seesawing
wippt seesaws
wir we
wirbel vertebra
wirbeln swirl
wirbelnd swirling
wirbelstuerme cyclones
wirbelsturm cyclone
wirbelt swirls
wirbelwind whirlwind
wirbelwinde whirlwinds
wird becomes
wirft flings
wirklich really
wirklichkeit reality
wirklichkeiten truthes
wirksamkeit effectiveness
wirksamkeiten efficacies
wirkung effect
wirkungen efficiencies
wirkungsgrad efficiency
wirkungslos inefficiently
wirkungsvoll efficient
wirr mazily
wirrwar clutter
wirrwarr muss
wirt host
wirte hosts
wirtin hostess
wirtschaftlich economic
wisch wisp
wischen whisk
wischend mopping
wischt mops
wissenschaft science
wissenschaften sciences
wissenschaftler scientist
wissenschaftlich scientific
witternd scenting
wittert scents
witterungen weathers
witwe relict
witwen relicts
witwer widower
witz gag
witzbold buffoon
witzbolde buffoons
witze gags
witzig facetious
wo where
wo? where
wobei whereat
woche week
wochen weeks
wochenende week-end
wodurch whereby
woechentlich weekly
woechentliche weekly
woelbend arching
woelbt arches
woelfe wolves
woelfisch wolfish
woerter words
woerterbuch glossary
woerterbuecher dictionaries
woerterverzeichnisse vocabularies
woertlich verbal
wog weighed
wogen surge
wogend billowy
wogt surges
wogte undulated
woher whence
wohingegen whereas
wohl weal
wohlbehalten healthy
wohlgeformt shapelily
wohlhabend wealthy
wohlstand wealth
wohltaetig charitable
wohltat benefaction
wohltaten benefactions
wohltuend beneficially
wohlueberlegt deliberately
wohlwollen benevolence
wohlwollend benevolent
wohnen dwell
wohnend housing
wohnsitz domicile
wohnt dwells
wohnung dwelling
wohnungen habitations
wohnwagen caravan
wohnzimmer parlor
woimmer whereever
wolf wolf
wolke cloud
wolken clouds
wolkenbruch cloudburst
wolkenkratzer skyscraper
wolkig cloudily
wolle wool
wollen ll
wollend intending
wollig fleecily
wolljacke cardigan
wolljacken cardigans
wolluestig lecherous
woraufhin whereupon
worin wherein
wort word
worterguesse verbiages
wortlaute wordings
wortreich verbose
wortschwall verbiage
wortumbruch wordwrap
wrack wreck
wracks wrecks
wringen wring
wringend mangling
wringt mangles
wucher usury
wucherer usurer
wuchernd rampantly
wuchs grew
wuensche wishes
wuenschen desire
wuenschend desiring
wuenschenswert desirable
wuenschenswerterweise desirability
wuenscht desires
wuerde would
wuerdelos undignified
wuerdevoll dignified
wuerdig worthily
wuerdigung appreciation
wuerfel cube
wuerfelfoermig cubical
wuerfeln dice
wuerfelt dices
wuerfelte diced
wuergen choke
wuergend choking
wuergt chokes
wuermer worms
wuerste sausages
wuerze condiment
wuerzen seasonings
wuerzig spicily
wueste desert
wuestling libertine
wuestlinge libertines
wuetend furious
wuetet rages
wund sore
wunde wound
wunder marvel
wunderbar marvellous
wunderlich whimsical
wundervoll wonderful
wunsch wish
wunschlose undesireable
wuoten quotas
wurde became
wurf throw
wurm worm
wurmartig vermicular
wurst sausage
wurzel root
wusste knew
wut rage
xanthippe shrew
xanthippen shrews
yacht yacht
zacken jags
zackig jagged
zaeh stringily
zaehfluessig viscous
zaehigkeit tenacity
zaehlen count
zaehlend counting
zaehler counter
zaehlt counts
zaehmen tame
zaehmend taming
zaehmt tames
zaehne teeth
zaenkisch cantankerous
zaepfchen uvula
zaertlich tenderly
zaertlichkeit tenderness
zaertlichkeiten fondnesses
zaeune corralls
zahlbar payable
zahlenmaessig numerically
zahllos countless
zahlreich multitudinous
zahlreiche numerous
zahlung donation
zahlungen payments
zahlungsunfaehig insolvent
zahm tame
zahn tooth
zahnarzt dentist
zahnbuerste tooth-brush
zahnlos toothless
zahnschmerzen toothache
zahnstange rack
zahnstocher toothpick
zanken bicker
zankend bickering
zanksuechtig termagant
zankt bickers
zankte quarrelled
zankteufel virago
zapfen pin
zappeln flounce
zappelnd flouncing
zappelt flounces
zar tsar
zare tsars
zart tender
zauberei necromancy
zaubereien necromancies
zauberer conjurer
zauberhaft glamorous
zauberin fairy
zauberinnen fairies
zaun fence
zaunkoenig wren
zaunkoenige wrens
zausen tousle
zausend tousling
zaust tousles
zauste tousled
zechen carouse
zechend tippling
zecher toper
zecht carouses
zehe toe
zehn ten
zehnte tenth
zehntens tenthly
zeichen char
zeichensaetze fonts
zeichenschablone template
zeichnen chart
zeichnend plotting
zeichner drawers
zeichnet plots
zeichnung painting
zeichnungen drawings
zeigefinger forefinger
zeigen evince
zeigend evincing
zeiger locator
zeigt exhibits
zeile line
zeilen lines
zeilenvorschub linefeed
zeilenvorschuebe linefeeds
zeit time
zeiteinteilungen timings
zeiten tenses
zeitgemaess seasonable
zeitlich seasonal
zeittafel timetable
zeitung newspaper
zeitungen bulletins
zeitvertreib pastime
zeitweilig sporadic
zellen cells
zelt marquee
zeltbahnen canvasses
zelte marquees
zement cement
zensierend censoring
zensiert censored
zensur censorship
zensuren censorships
zentral central
zentralisieren centralize
zentralisierend centralizing
zentralisiert centralizes
zentralisierte centralized
zentren centres
zentrierend centering
zentriert centered
zentrifugal- centrifugal
zentrum centre
zerbrechend flawing
zerbrechlich brittle
zerfaellt molders
zerfallen molder
zerfallend moldering
zerfetzen tatter
zerfetzend frazzling
zerfetzt frazzled
zerfetzte tattered
zergliedern anatomize
zergliedernd anatomizing
zergliedert anatomizes
zergliederte anatomized
zerhacken mince
zerhackend mincing
zerhackt minced
zerknittern rumple
zerknitternd rumpling
zerknittert rumples
zerknitterte rumpled
zerlegbar folding
zerlegen carve
zerlegend decomposing
zerlegt carves
zerlegte carved
zermahlen squelch
zermahlend squelching
zermahlt squelches
zermuerbend mellowing
zermuerbt mellowed
zerreiben triturate
zerreibend triturating
zerreibt triturates
zerreissen disrupt
zerreissend disrupting
zerreisst disrupts
zerren lug
zerrend jerking
zerrieben triturated
zerrissen disrupted
zerrt jerks
zerruettend disordering
zerruettet disordered
zerschmettern shatter
zerschmetternd shattering
zerschmettert shatters
zerschmetterte shattered
zerschnitzelnd shredding
zerschnitzelt shredded
zerstaeuber sprayer
zerstoeren demolish
zerstoerend deleting
zerstoert deleted
zerstoerte demolished
zerstoerung deletion
zerstoerungen deletions
zerstreuen disperse
zerstreuend dispersing
zerstreut abstracted
zerstreute diverted
zerstueckelt fragmented
zerstueckelung fragmentation
zertrennen disjoint
zertruemmern smash
zertruemmernd smashing
zertruemmert smashes
zertruemmerte smashed
zeug trinket
zeuge witness
zeugen beget
zeugnis testimonial
zeugnisse testimonials
zeugte begot
zi chambers
ziebzigste seventieth
ziege goat
ziegel brick
ziegelstein brick
ziegen goats
ziehen drag
ziehend dragging
zieht pulls
ziel aim
ziele targets
zielpunkt goal
zierlich graceful
ziffern digits
zigarette cigarette
zigarre cigar
zigarren cigars
zigeuner gipsies
zimmer chamber
zimmerdecke ceiling
zimmermaedchen parlormaid
zimmermann carpenter
zimmernd timbering
zimmert timbers
zinn tin
zinnoberrot vermilion
zirkulieren circulate
zirkulierend circulating
zirkuliert circulates
zirkulierte circulated
zirkus circus
zirpen chirp
zirpend chirping
zirpt chirps
zischen fizz
zischend fizzing
zischt fizzes
zischte sizzled
zitrone lemon
zitronen citrons
zitronensaft lemon-juice
zittern quiver
zitternd quivering
zittert quivers
zitze tit
zitzen tits
zivil civil
zobel sable
zoegern hesitate
zoegernd hesitating
zoegert hesitates
zoegerte hesitated
zog drew
zoll duane
zone area
zonen areas
zorn anger
zornig angry
zottig ragged
zu accessesgreift
zubehoer accessories
zucken shrug
zuckend shrugging
zucker sugar
zuckt shrugs
zuckung convulsion
zuckungen convulsions
zudringlich intrusive
zuechter breeder
zuechtigen castigate
zuechtigend castigating
zuechtigt castigates
zuege lineaments
zuenden ignite
zuendholz match
zuerst primary
zufaelle hazards
zufaellig accidently
zufall coincidence
zuflucht refuge
zufluchten refuges
zufrieden content
zufriedengestellte satisfied
zufriedenstellend satisfactorily
zufuegen add
zufuegend adding
zufuehrung feeding
zug lineament
zugaenglich accessable
zugang ingress
zuge tractions
zugeben confess
zugefuegt added
zugegriffen accessed
zugejubelt acclaimed
zugelassen admitted
zugemauert walled
zugeschlagen slammed
zugespitzt tapered
zugestaendnis concession
zugestaendnisse concessions
zugestehen concede
zugestimmt agreed
zugestossen befalled
zugewiesen allocated
zugig draughty
zugreifend accessing
zugriff access
zugrundeliegen underlie
zuhoererschaft audience
zujubeln acclaim
zujubelnd acclaiming
zukunft futures
zulaessig admissible
zulaessige allowable
zulaessigerweise permissibly
zulage extra-pay
zulassen admit
zulassend admitting
zuletzt lastly
zunaechst approximately
zunehmen increase
zuneigung affection
zunge tongue
zungen tongues
zupfen twitch
zupfend twitching
zupft twitches
zurueck back
zurueckdatieren backdate
zurueckfallend relapsing
zurueckfuehrend reducing
zurueckgefallen relapsed
zurueckgefuehrt reduced
zurueckgehalten restrained
zurueckgekehrt returned
zurueckgeleitet redirected
zurueckgesandt resent
zurueckgeschreckt blenched
zurueckgeschrieben rewritten
zurueckgesetzt backout
zurueckgespeichert restored
zurueckgetreten receded
zurueckgewichen flinched
zurueckgewiesen rebuffed
zurueckgewonnen regained
zurueckgezahlt refunded
zurueckgezeichnet redrawn
zurueckgezogen retreated
zurueckhalten restrain
zurueckhaltend restraining
zurueckhaltung restraint
zurueckkaufen redeem
zurueckkaufend redeeming
zurueckkehren return
zurueckkehrend reverting
zurueckprallen rebound
zurueckrufen callback
zurueckrufend recalling
zurueckschauend reviewing
zurueckschicken remit
zurueckschrecken blench
zurueckschreckend blenching
zurueckschreiben rewrite
zuruecksetzen relocate
zuruecksetzend backing
zuruecktreten recede
zuruecktretend receding
zurueckverfolgen backtrack
zurueckverfolgend retracing
zurueckverfolgt retraced
zurueckweichen flinch
zurueckweichend flinching
zurueckweisen rebuff
zurueckweisend rebuffing
zurueckzahlen refund
zurueckzahlend refunding
zurueckzeichnen redraw
zurueckzeichnend redrawing
zurueckziehbar retractable
zurueckziehend retreating
zusaetzlich additionally
zusaetzliche additive
zusammenarbeit collaboration
zusammenarbeiten collaborate
zusammenarbeitend collaborating
zusammenballen agglomerate
zusammenbrauen concoct
zusammenbrauend concocting
zusammenbrechen collapse
zusammenbrechend collapsing
zusammenfassen collect
zusammenfassend recapitulating
zusammenfassung summary
zusammenfuegen coalesce
zusammengearbeitet collaborated
zusammengeballt agglomerated
zusammengebraut concocted
zusammengebrochen collapsed
zusammengeklappt furled
zusammengesetzt complexly
zusammengestellt composed
zusammengestossen collided
zusammengezogen constricted
zusammenhaenge coherences
zusammenhaengend coherently
zusammenhaengende coherent
zusammenhang coherence
zusammenhanglosigkeit incoherence
zusammenhanglosigkeiten incoherences
